pin14,street_number,street_name,dir,type,sq_ft,ward,community_area,zoning_classification
20231180270000,6540,MINERVA,S,AVE,6284,20,WOODLAWN,RT-4
20182040240000,5526,HERMITAGE,S,AVE,3127,15,WEST ENGLEWOOD,RS-3
20292180260000,7302,CARPENTER,S,ST,3113,17,ENGLEWOOD,RS-3
20161150180000,5745,LOWE,S,AVE,3128,3,ENGLEWOOD,RS-3
20082170280000,5024,MORGAN,S,ST,3103,16,NEW CITY,RS-3
20073160160000,5346,SEELEY,S,AVE,4071,16,NEW CITY,RS-3
20081230280000,1238,50TH,W,ST,3035,16,NEW CITY,RS-3
20101230060000,5017,CALUMET,S,AVE,3163,3,GRAND BOULEVARD,RM-5
20151110010000,5830,WABASH,S,AVE,8002,20,WASHINGTON PARK,RM-5
20081240440000,5046,JUSTINE,S,ST,2910,16,NEW CITY,RT-4
20184290320000,6236,PAULINA,S,ST,3105,15,WEST ENGLEWOOD,RS-3
20212150150000,6528,YALE,S,AVE,9371,6,ENGLEWOOD,RT-4
20084110130000,5225,CARPENTER,S,ST,4048,16,NEW CITY,RS-3
20282080220000,7226,HARVARD,S,AVE,6249,17,GREATER GRAND CROSSING,RT-4
20161110250000,5675,NORMAL,S,BLVD,4853,3,ENGLEWOOD,RS-3
20202210200000,6549,SANGAMON,S,ST,3099,17,ENGLEWOOD,RS-3
20184040280000,5957,WOOD,S,ST,3107,15,WEST ENGLEWOOD,RS-3
20162200040000,5741,PERRY,S,AVE,1457,20,WASHINGTON PARK,RS-3
20084050050000,847,51ST,W,ST,3123,3,NEW CITY,RS-3
20231050110000,6351,INGLESIDE,S,AVE,6225,20,WOODLAWN,RT-4
20083020350000,5138,BISHOP,S,ST,3119,16,NEW CITY,RS-3
20084040160000,921,51ST,W,ST,3123,20,NEW CITY,RT-4
20174270010000,6201,CARPENTER,S,ST,3133,16,ENGLEWOOD,RS-3
20174020380000,5936,CARPENTER,S,ST,3118,16,ENGLEWOOD,RS-3
20173300040000,6209,ADA,S,ST,3047,16,WEST ENGLEWOOD,RT-4
20084020390000,5144,CARPENTER,S,ST,3117,16,NEW CITY,RS-3
20302150190000,7245,MARSHFIELD,S,AVE,3117,17,WEST ENGLEWOOD,RS-2
20203200020000,1355,69TH,W,ST,3127,17,WEST ENGLEWOOD,RS-3
20203230030000,1215,69TH,W,ST,6253,17,WEST ENGLEWOOD,RS-3
20202010170000,6335,MAY,S,ST,3109,16,ENGLEWOOD,RS-3
20162050130000,5607,LA SALLE,S,ST,3023,3,ENGLEWOOD,"RS-3, M1-1"
20094160640000,5416,PRINCETON,S,AVE,4319,3,FULLER PARK,RS-3
20163090340000,6032,WALLACE,S,ST,7660,20,ENGLEWOOD,RS-3
20212060130000,220,65TH,W,ST,2916,20,ENGLEWOOD,RM-5
20222060220000,7336,EVANS,S,AVE,3055,20,WOODLAWN,RT-4
20162000050000,5523,STEWART,S,AVE,2930,3,ENGLEWOOD,RS-3
20213100080000,6823,PARNELL,S,AVE,3584,6,ENGLEWOOD,RT-4
20194000280000,6714,WINCHESTER,S,AVE,3107,15,WEST ENGLEWOOD,RS-3
20074310080000,5419,MARSHFIELD,S,AVE,3030,16,NEW CITY,RS-3
20213250090000,7024,PARNELL,S,AVE,2001,6,ENGLEWOOD,RT-4
20094170400000,5306,WELLS,S,ST,3059,3,FULLER PARK,RS-3
20171220180000,5741,THROOP,S,ST,3119,16,WEST ENGLEWOOD,RS-3
20074170360000,5328,WOLCOTT,S,AVE,3124,16,NEW CITY,RS-3
20093240070000,749,54TH,W,ST,3619,3,NEW CITY,RS-3
20211260280000,6624,PARNELL,S,AVE,2700,6,ENGLEWOOD,RT-4
20083100090000,5223,LAFLIN,S,ST,3118,16,NEW CITY,RS-3
20164090080000,339,60TH,W,PL,4072,20,ENGLEWOOD,RS-3
20083190190000,5404,LOOMIS,S,BLVD,3126,16,NEW CITY,RT-4
20204310020000,7005,GREEN,S,ST,366,6,ENGLEWOOD,RT-4
20222030150000,6325,RHODES,S,AVE,3045,20,WOODLAWN,RT-4
20174050460000,5958,PEORIA,S,ST,3162,16,ENGLEWOOD,RS-3
20202250350000,6642,ABERDEEN,S,ST,3122,17,ENGLEWOOD,RS-3
20083130420000,5346,LAFLIN,S,ST,3113,16,NEW CITY,RS-3
20202220280000,6518,GREEN,S,ST,3105,16,ENGLEWOOD,RS-3
20291090030000,1275,71ST,W,PL,3139,17,WEST ENGLEWOOD,RS-2
20091130300000,740,51ST,W,ST,3131,3,NEW CITY,RS-3
20151110040000,5610,CALUMET,S,AVE,8105,20,WASHINGTON PARK,RM-5
20084280390000,814,54TH,W,PL,2834,20,NEW CITY,RS-3
20163220110000,517,62ND,W,ST,3528,20,ENGLEWOOD,RS-3
20082180430000,900,50TH,W,PL,3115,20,NEW CITY,RS-3
20083070380000,1204,52ND,W,ST,6133,16,NEW CITY,RT-4
20094000160000,5108,PRINCETON,S,AVE,2529,3,FULLER PARK,RS-3
20081290290000,5026,THROOP,S,ST,3110,16,NEW CITY,RS-3
20093030150000,5129,LOWE,S,AVE,3124,3,NEW CITY,RS-3
20094010060000,315,51ST,W,PL,3025,3,FULLER PARK,RS-3
20154040260000,6044,ST LAWRENCE,S,AVE,9685,20,WOODLAWN,RM-5
20163200250000,6144,STEWART,S,AVE,3382,20,ENGLEWOOD,RS-3
20084260230000,5420,MORGAN,S,ST,3175,16,NEW CITY,RS-3
20174050360000,5932,PEORIA,S,ST,3162,16,ENGLEWOOD,RS-3
20182200440000,5708,HERMITAGE,S,AVE,3124,15,WEST ENGLEWOOD,RS-3
20173240100000,6159,ELIZABETH,S,ST,2594,16,WEST ENGLEWOOD,RS-3
20281230010000,7401,PARNELL,S,AVE,6679,17,ENGLEWOOD,RS-3
20174240300000,6240,MAY,S,ST,3107,16,ENGLEWOOD,RS-3
20094020100000,5149,PRINCETON,S,AVE,3099,3,FULLER PARK,RS-3
20163090350000,6034,WALLACE,S,ST,7745,20,ENGLEWOOD,RS-3
20172070040000,5521,GREEN,S,ST,3037,20,ENGLEWOOD,RS-3
20211120330000,6442,NORMAL,S,BLVD,2813,20,ENGLEWOOD,RT-4
20231020130000,6406,MARYLAND,S,AVE,12898,20,WOODLAWN,RT-4
20093170130000,5333,EMERALD,S,AVE,3149,3,NEW CITY,RS-3
20153150400000,6124,PRAIRIE,S,AVE,3345,20,WASHINGTON PARK,RM-5
20083010310000,5118,LAFLIN,S,ST,2988,16,NEW CITY,RS-3
20302050170000,7127,HERMITAGE,S,AVE,3108,17,WEST ENGLEWOOD,RS-2
20093090250000,5200,UNION,S,AVE,3077,3,NEW CITY,RS-3
20174050430000,5950,PEORIA,S,ST,3162,16,ENGLEWOOD,RS-3
20151010060000,5551,WABASH,S,AVE,4025,20,WASHINGTON PARK,RT-4
20163170320000,6114,STEWART,S,AVE,3765,20,ENGLEWOOD,RS-3
20162070370000,5645,LAFAYETTE,S,AVE,2400,3,WASHINGTON PARK,RS-3
20151120010000,5601,CALUMET,S,AVE,17498,20,WASHINGTON PARK,RM-5
20194020390000,6740,HONORE,S,ST,3125,15,WEST ENGLEWOOD,RS-3
20094160300000,5423,SHIELDS,S,AVE,4129,3,FULLER PARK,RS-3
20174060350000,5930,GREEN,S,ST,3116,16,ENGLEWOOD,RS-3
20154020060000,6029,VERNON,S,AVE,3123,20,WOODLAWN,RM-5
20204070030000,6709,GREEN,S,ST,3126,6,ENGLEWOOD,RS-3
20193160290000,2038,68TH,W,PL,6268,17,WEST ENGLEWOOD,RS-2
20291080110000,1307,71ST,W,PL,3150,17,WEST ENGLEWOOD,RS-2
20174010410000,5942,ABERDEEN,S,ST,3105,16,ENGLEWOOD,RS-3
20201160170000,6604,JUSTINE,S,ST,3103,17,WEST ENGLEWOOD,RS-3
20081300360000,5044,ELIZABETH,S,ST,3029,16,NEW CITY,RS-3
20162210050000,5747,LAFAYETTE,S,AVE,2517,20,WASHINGTON PARK,RS-3
20174180440000,6158,CARPENTER,S,ST,3025,16,ENGLEWOOD,RS-3
20174170380000,6154,ABERDEEN,S,ST,3130,16,ENGLEWOOD,RS-3
20211230240000,6622,UNION,S,AVE,5658,6,ENGLEWOOD,RT-4
20213260360000,7015,PARNELL,S,AVE,11506,6,ENGLEWOOD,RT-4
20173300070000,6217,ADA,S,ST,3156,16,WEST ENGLEWOOD,RT-4
20103120030000,5313,PRAIRIE,S,AVE,8178,3,WASHINGTON PARK,RM-5
20184240220000,6226,WINCHESTER,S,AVE,2979,15,WEST ENGLEWOOD,RS-3
20202110010000,6401,CARPENTER,S,ST,3140,16,ENGLEWOOD,RS-3
20171180060000,5715,LAFLIN,S,ST,3083,16,WEST ENGLEWOOD,RS-3
20202260450000,1032,MARQUETTE,W,RD,7084,17,ENGLEWOOD,RS-3
20232190140000,1415,65TH,E,PL,2542,5,WOODLAWN,RM-5
20222230010000,6501,EVANS,S,AVE,8768,20,WOODLAWN,RT-4
20163180090000,755,61ST,W,PL,3146,16,ENGLEWOOD,RS-3
20214220020000,7003,YALE,S,AVE,5326,6,GREATER GRAND CROSSING,RT-4
20202290400000,908,MARQUETTE,W,RD,3316,17,ENGLEWOOD,RS-3
20231140380000,6556,INGLESIDE,S,AVE,6164,20,WOODLAWN,RT-4
20081180080000,1442,49TH,W,PL,3158,16,NEW CITY,RT-4
20161020010000,659,GARFIELD,W,BLVD,1650,3,ENGLEWOOD,RT-4
20211130330000,6448,EGGLESTON,S,AVE,5136,20,ENGLEWOOD,RT-4
20232250050000,1421,MARQUETTE,E,RD,5104,5,WOODLAWN,RM-5
20081220060000,4947,LOOMIS,S,BLVD,2858,16,NEW CITY,RT-4
20074210010000,5301,HERMITAGE,S,AVE,3156,16,NEW CITY,RS-3
20081290010000,5001,ADA,S,ST,4070,16,NEW CITY,RS-3
20171170050000,5713,JUSTINE,S,ST,3085,16,WEST ENGLEWOOD,RS-3
20194240360000,7026,WINCHESTER,S,AVE,3100,17,WEST ENGLEWOOD,RS-3
20204110340000,6832,MORGAN,S,ST,3123,17,ENGLEWOOD,RS-3
20162200100000,5757,PERRY,S,AVE,2484,20,WASHINGTON PARK,RS-3
20184080270000,6006,WINCHESTER,S,AVE,3108,15,WEST ENGLEWOOD,RS-3
20281050030000,7127,PARNELL,S,AVE,16909,6,ENGLEWOOD,RT-4
20171120280000,5610,ADA,S,ST,3110,16,WEST ENGLEWOOD,RS-3
20282100190000,7210,YALE,S,AVE,6211,17,GREATER GRAND CROSSING,RT-4
20211140370000,6443,EGGLESTON,S,AVE,3189,20,ENGLEWOOD,RT-4
20174020200000,5937,ABERDEEN,S,ST,3119,16,ENGLEWOOD,RS-3
20231060130000,6343,ELLIS,S,AVE,1977,20,WOODLAWN,RT-4
20083190070000,5417,BISHOP,S,ST,3123,16,NEW CITY,RS-3
20084070110000,829,51ST,W,PL,3118,3,NEW CITY,RS-3
20212100240000,6542,ROSS,S,AVE,6035,20,ENGLEWOOD,RT-4
20214000010000,6707,STEWART,S,AVE,7326,6,ENGLEWOOD,RT-4
20151240190000,5816,DR MARTIN LUTHER KING JR,S,DR,8887,20,WASHINGTON PARK,RM-5
20172100200000,1058,57TH,W,ST,2202,16,ENGLEWOOD,RS-3
20161010430000,5520,UNION,S,AVE,6288,3,ENGLEWOOD,RS-3
20083040320000,5134,ADA,S,ST,3122,16,NEW CITY,RT-4
20163000400000,740,60TH,W,ST,3809,16,ENGLEWOOD,"B3-2, RS-3"
20192220160000,6545,PAULINA,S,ST,3686,15,WEST ENGLEWOOD,RS-3
20074170210000,5351,WINCHESTER,S,AVE,2995,16,NEW CITY,RS-3
20194010470000,1913,MARQUETTE,W,RD,1564,15,WEST ENGLEWOOD,RS-3
20292220270000,7310,GREEN,S,ST,3117,17,ENGLEWOOD,RS-3
20093100110000,5227,UNION,S,AVE,3141,3,NEW CITY,RS-3
20143160310000,6208,GREENWOOD,S,AVE,2598,20,WOODLAWN,RM-5
20291140460000,1212,72ND,W,PL,3112,17,WEST ENGLEWOOD,RS-2
20154040080000,6021,RHODES,S,AVE,3396,20,WOODLAWN,RM-5
20163050410000,5960,EGGLESTON,S,AVE,6512,20,ENGLEWOOD,RS-3
20154060070000,6045,CHAMPLAIN,S,AVE,6503,20,WOODLAWN,RM-5
20174000400000,5942,MAY,S,ST,3133,16,ENGLEWOOD,RS-3
20222300270000,6632,EVANS,S,AVE,3178,20,WOODLAWN,RT-4
20184090250000,6000,WOLCOTT,S,AVE,2990,15,WEST ENGLEWOOD,RS-3
20163220100000,519,62ND,W,ST,2694,20,ENGLEWOOD,RS-3
20222130250000,6418,LANGLEY,S,AVE,3054,20,WOODLAWN,RT-4
20074090010000,5201,WINCHESTER,S,AVE,3119,16,NEW CITY,RS-3
20211050090000,6331,PARNELL,S,AVE,4127,20,ENGLEWOOD,RT-4
20101190130000,5006,MICHIGAN,S,AVE,5654,3,GRAND BOULEVARD,RM-5
20084030270000,5153,CARPENTER,S,ST,3134,16,NEW CITY,RS-3
20084220140000,837,53RD,W,PL,3029,20,NEW CITY,RS-3
20222270200000,532,67TH,E,ST,3185,20,WOODLAWN,RT-4
20213170110000,6938,PARNELL,S,AVE,6255,6,ENGLEWOOD,RT-4
20092190080000,5021,PRINCETON,S,AVE,3133,3,FULLER PARK,RS-3
20153050040000,5905,CALUMET,S,AVE,4043,20,WASHINGTON PARK,RM-5
20184030360000,5936,WOOD,S,ST,2984,15,WEST ENGLEWOOD,RS-3
20211050290000,6326,NORMAL,S,BLVD,2674,20,ENGLEWOOD,RT-4
20084300070000,825,54TH,W,PL,3425,20,NEW CITY,RS-3
20212150240000,6525,HARVARD,S,AVE,9105,6,ENGLEWOOD,RT-4
20232200230000,1450,MARQUETTE,E,RD,6320,20,WOODLAWN,RM-5
20202090190000,6449,MAY,S,ST,3110,16,ENGLEWOOD,RS-3
20213260200000,7008,NORMAL,S,BLVD,3178,6,ENGLEWOOD,RT-4
20171010140000,5531,JUSTINE,S,ST,3071,16,WEST ENGLEWOOD,RS-3
20151130280000,5727,WABASH,S,AVE,4040,20,WASHINGTON PARK,RT-4
20214220010000,7001,YALE,S,AVE,5328,6,GREATER GRAND CROSSING,RT-4
20074100300000,5220,HONORE,S,ST,3116,16,NEW CITY,RS-3
20081250170000,5041,JUSTINE,S,ST,2963,16,NEW CITY,RT-4
20172170200000,5745,MAY,S,ST,3110,16,ENGLEWOOD,RS-3
20213080140000,638,69TH,W,ST,12801,6,ENGLEWOOD,"RT-4,B3-2"
20191270160000,6639,HAMILTON,S,AVE,3159,15,WEST ENGLEWOOD,RS-3
20163050220000,446,60TH,W,ST,5391,20,ENGLEWOOD,RS-3
20162180280000,149,57TH,W,PL,1996,20,ENGLEWOOD,RS-3
20213030220000,6744,PARNELL,S,AVE,5750,6,ENGLEWOOD,RT-4
20193360410000,2012,70TH,W,PL,3110,17,WEST ENGLEWOOD,RS-2
20093100380000,5234,LOWE,S,AVE,3195,3,NEW CITY,RS-3
20162190050000,5749,LA SALLE,S,ST,3038,20,ENGLEWOOD,RS-3
20081160250000,4914,JUSTINE,S,ST,3029,20,NEW CITY,RT-4
20202170140000,6533,MAY,S,ST,3109,17,ENGLEWOOD,RS-3
20163000660000,5933,EMERALD,S,AVE,3840,20,ENGLEWOOD,RS-3
20192010120000,6319,WINCHESTER,S,AVE,3686,15,WEST ENGLEWOOD,RS-3
20151110070000,5643,PRAIRIE,S,AVE,11021,20,WASHINGTON PARK,RM-5
20143110340000,1120,62ND,E,ST,1786,20,WOODLAWN,RM-5
20194220100000,6915,PAULINA,S,ST,4234,17,WEST ENGLEWOOD,RS-3
20202020390000,6321,ABERDEEN,S,ST,1939,16,ENGLEWOOD,RS-3
20174190410000,6150,MORGAN,S,ST,3133,16,ENGLEWOOD,RS-3
20211160060000,739,65TH,W,ST,3712,20,ENGLEWOOD,RT-4
20232040030000,6402,BLACKSTONE,S,AVE,2135,20,WOODLAWN,RM-5
20173130110000,6059,ADA,S,ST,3112,16,WEST ENGLEWOOD,RS-3
20202040370000,6352,SANGAMON,S,ST,3801,16,ENGLEWOOD,RT-4
20081170310000,4932,LAFLIN,S,ST,3112,20,NEW CITY,RT-4
20193390250000,2054,71ST,W,ST,3108,17,WEST ENGLEWOOD,RS-2
20092190240000,5000,WELLS,S,ST,3150,3,FULLER PARK,"B1-1,RS-3"
20143160040000,6223,ELLIS,S,AVE,8655,20,WOODLAWN,RM-5
20082190190000,856,50TH,W,PL,3036,3,NEW CITY,RS-3
20211160420000,745,65TH,W,ST,5475,20,ENGLEWOOD,RT-4
20082150020000,5005,MAY,S,ST,3146,16,NEW CITY,RS-3
20094100140000,5231,PRINCETON,S,AVE,4278,3,FULLER PARK,RS-3
20182120240000,5604,HERMITAGE,S,AVE,1563,15,WEST ENGLEWOOD,RS-3
20224060050000,6711,EVANS,S,AVE,3031,20,WOODLAWN,RS-3
20161150220000,5755,LOWE,S,AVE,3003,3,ENGLEWOOD,RS-3
20084020450000,5158,CARPENTER,S,ST,3217,16,NEW CITY,RS-3
20192200080000,6525,WOOD,S,ST,3715,15,WEST ENGLEWOOD,RS-3
20211260300000,6632,PARNELL,S,AVE,2759,6,ENGLEWOOD,RT-4
20081170090000,4931,JUSTINE,S,ST,3112,20,NEW CITY,RT-4
20084060180000,927,51ST,W,PL,3059,20,NEW CITY,RS-3
20092180240000,5010,PRINCETON,S,AVE,2948,3,FULLER PARK,RS-3
20232100110000,6428,KIMBARK,S,AVE,329,20,WOODLAWN,RS-2
20103100030000,5317,MICHIGAN,S,AVE,4023,3,WASHINGTON PARK,RM-5
20094090080000,320,53RD,W,ST,2989,3,FULLER PARK,RS-3
20213250070000,7020,PARNELL,S,AVE,1999,6,ENGLEWOOD,RT-4
20163140110000,423,60TH,W,PL,2992,20,ENGLEWOOD,RS-3
20081250040000,5007,JUSTINE,S,ST,2988,16,NEW CITY,RT-4
20204050120000,6727,SANGAMON,S,ST,3112,17,ENGLEWOOD,RS-3
20162200360000,5764,LAFAYETTE,S,AVE,2482,20,WASHINGTON PARK,RS-3
20184270040000,6209,HONORE,S,ST,3600,15,WEST ENGLEWOOD,RS-3
20162190270000,5831,LA SALLE,S,ST,3536,20,ENGLEWOOD,RS-3
20192080340000,6432,WINCHESTER,S,AVE,2927,15,WEST ENGLEWOOD,RS-3
20214220240000,7030,WENTWORTH,S,AVE,10011,6,GREATER GRAND CROSSING,RT-4
20082150140000,5033,MAY,S,ST,3144,16,NEW CITY,RS-3
20202110240000,6400,MORGAN,S,ST,6286,16,ENGLEWOOD,RS-3
20222220280000,6512,EVANS,S,AVE,2948,20,WOODLAWN,RT-4
20272140130000,7233,LANGLEY,S,AVE,3114,6,GREATER GRAND CROSSING,RS-3
20203040100000,6715,LOOMIS,S,BLVD,4526,17,WEST ENGLEWOOD,RS-3
20162060130000,5521,PERRY,S,AVE,2459,3,WASHINGTON PARK,RS-3
20184060030000,1651,59TH,W,ST,3126,15,WEST ENGLEWOOD,RS-3
20174060460000,5950,GREEN,S,ST,2767,16,ENGLEWOOD,RS-3
20174080320000,6032,MAY,S,ST,3171,16,ENGLEWOOD,RS-3
20164140200000,6071,LAFAYETTE,S,AVE,4963,20,WASHINGTON PARK,RS-3
20173130100000,6057,ADA,S,ST,3112,16,WEST ENGLEWOOD,RS-3
20172190300000,5712,MORGAN,S,ST,3133,16,ENGLEWOOD,RS-3
20161070080000,439,56TH,W,ST,3457,3,ENGLEWOOD,RS-3
20153080150000,6038,INDIANA,S,AVE,4595,20,WASHINGTON PARK,RM-5
20194180060000,1845,69TH,W,ST,2999,17,WEST ENGLEWOOD,RS-3
20232130360000,6416,DORCHESTER,S,AVE,7274,20,WOODLAWN,RS-2
20192110220000,6400,WOOD,S,ST,3065,15,WEST ENGLEWOOD,RS-3
20084040120000,931,51ST,W,ST,3123,20,NEW CITY,RT-4
20203090240000,6812,LAFLIN,S,ST,3127,17,WEST ENGLEWOOD,RS-3
20103120260000,5342,CALUMET,S,AVE,3629,3,WASHINGTON PARK,RM-5
20083050210000,5143,ADA,S,ST,3118,16,NEW CITY,RT-4
20093160250000,5308,EMERALD,S,AVE,3097,3,NEW CITY,RS-3
20073080590000,2108,52ND,W,PL,3228,16,NEW CITY,RS-3
20194000340000,6730,WINCHESTER,S,AVE,3099,15,WEST ENGLEWOOD,RS-3
20213100070000,6821,PARNELL,S,AVE,598,6,ENGLEWOOD,RT-4
20081220470000,1304,50TH,W,ST,3140,16,NEW CITY,RT-4
20201110090000,6421,BISHOP,S,ST,3098,17,WEST ENGLEWOOD,RS-3
20192290300000,6628,PAULINA,S,ST,3688,15,WEST ENGLEWOOD,RS-3
20174030290000,5920,MORGAN,S,ST,3140,16,ENGLEWOOD,RS-3
20162060550000,5528,LAFAYETTE,S,AVE,2459,3,WASHINGTON PARK,RS-3
20083000400000,5146,JUSTINE,S,ST,2905,16,NEW CITY,RS-3
20211120430000,6413,PARNELL,S,AVE,2439,20,ENGLEWOOD,RT-4
20103120160000,5353,PRAIRIE,S,AVE,4491,3,WASHINGTON PARK,RM-5
20214030050000,6713,PERRY,S,AVE,8726,6,GREATER GRAND CROSSING,RT-4
20213280180000,7049,EGGLESTON,S,AVE,7869,6,ENGLEWOOD,RT-4
20094220630000,5410,DEARBORN,S,ST,2424,3,WASHINGTON PARK,RS-3
20081280130000,5033,LOOMIS,S,BLVD,3108,16,NEW CITY,RS-3
20154010010000,6005,KING DR,S,DR,13611,20,WOODLAWN,RM-5
20084190140000,933,53RD,W,ST,3030,20,NEW CITY,RS-3
20151240240000,5830,DR MARTIN LUTHER KING JR,S,DR,11204,20,WASHINGTON PARK,RM-5
20281050230000,7130,NORMAL,S,BLVD,4168,6,ENGLEWOOD,RT-4
20203270350000,7042,LOOMIS,S,BLVD,3126,17,WEST ENGLEWOOD,RS-3
20172270120000,5835,CARPENTER,S,ST,3129,16,ENGLEWOOD,RS-3
20213070190000,6800,UNION,S,AVE,7868,6,ENGLEWOOD,RT-4
20171160350000,5738,JUSTINE,S,ST,3106,16,WEST ENGLEWOOD,RS-3
20232100120000,6442,KIMBARK,S,AVE,6252,20,WOODLAWN,RS-2
20163130160000,511,60TH,W,PL,3757,20,ENGLEWOOD,RS-3
20184270260000,6220,WOOD,S,ST,2981,15,WEST ENGLEWOOD,RS-3
20163110070000,521,60TH,W,ST,3892,20,ENGLEWOOD,RS-3
20232100150000,6454,KIMBARK,S,AVE,10173,20,WOODLAWN,RS-2
20074090200000,5249,WINCHESTER,S,AVE,4621,16,NEW CITY,RS-3
20291090480000,1230,72ND,W,ST,3641,17,WEST ENGLEWOOD,RS-2
20084250190000,5404,CARPENTER,S,ST,3103,16,NEW CITY,RS-3
20154050240000,6042,CHAMPLAIN,S,AVE,3483,20,WOODLAWN,RM-5
20232260110000,1540,MARQUETTE,E,RD,4106,5,WOODLAWN,RM-5
20174080350000,6038,MAY,S,ST,3121,16,ENGLEWOOD,RS-3
20171030270000,5532,LOOMIS,S,BLVD,3124,16,WEST ENGLEWOOD,RS-3
20231040030000,6315,DREXEL,S,AVE,6231,20,WOODLAWN,RT-4
20202110330000,6428,MORGAN,S,ST,3142,16,ENGLEWOOD,RS-3
20182120340000,5628,HERMITAGE,S,AVE,3124,15,WEST ENGLEWOOD,RS-3
20094170280000,5411,PRINCETON,S,AVE,3459,3,FULLER PARK,RS-3
20282030230000,7146,WENTWORTH,S,AVE,3043,6,GREATER GRAND CROSSING,RT-4
20302150180000,7243,MARSHFIELD,S,AVE,3115,17,WEST ENGLEWOOD,RS-2
20084230280000,1142,GARFIELD,W,BLVD,9375,16,NEW CITY,"B3-2,RS-3"
20103010430000,5144,MICHIGAN,S,AVE,8800,3,WASHINGTON PARK,RM-5
20291290320000,1270,74TH,W,ST,3117,17,WEST ENGLEWOOD,RS-2
20184030390000,5942,WOOD,S,ST,2984,15,WEST ENGLEWOOD,RS-3
20094170420000,5312,WELLS,S,ST,3837,3,FULLER PARK,RS-3
20173200080000,1339,61ST,W,ST,2993,16,WEST ENGLEWOOD,RS-3
20151210180000,5812,INDIANA,S,AVE,5288,20,WASHINGTON PARK,RM-5
20163150670000,626,61ST,W,PL,3776,16,ENGLEWOOD,RS-3
20173130060000,6047,ADA,S,ST,3112,16,WEST ENGLEWOOD,RS-3
20172150010000,813,56TH,W,ST,5858,20,ENGLEWOOD,RS-3
20162000480000,5546,SHIELDS,S,AVE,1664,3,ENGLEWOOD,RS-3
20182170340000,5738,WOLCOTT,S,AVE,3719,15,WEST ENGLEWOOD,RS-3
20081310350000,5042,RACINE,S,AVE,3149,16,NEW CITY,RS-3
20153100230000,6028,CALUMET,S,AVE,3923,20,WASHINGTON PARK,RM-5
20083020290000,5124,BISHOP,S,ST,4681,16,NEW CITY,RS-3
20211240140000,6634,UNION,S,AVE,3147,6,ENGLEWOOD,RT-4
20172020200000,5516,CARPENTER,S,ST,3117,16,ENGLEWOOD,RS-3
20084160200000,5351,MAY,S,ST,3103,16,NEW CITY,RS-3
20194300390000,1648,71ST,W,ST,3124,17,WEST ENGLEWOOD,RS-3
20172180250000,5702,CARPENTER,S,ST,2706,16,ENGLEWOOD,RS-3
20163210430000,649,62ND,W,ST,3740,16,ENGLEWOOD,RS-3
20203170190000,6939,JUSTINE,S,ST,3106,17,WEST ENGLEWOOD,RS-3
20173260020000,6203,JUSTINE,S,ST,3089,16,WEST ENGLEWOOD,RS-3
20093020350000,5126,LOWE,S,AVE,3123,3,NEW CITY,RS-3
20083020250000,5159,LAFLIN,S,ST,3617,16,NEW CITY,RS-3
20093090450000,5252,UNION,S,AVE,3141,3,NEW CITY,RS-3
20101190020000,507,WABASH,S,AVE,3225,3,GRAND BOULEVARD,RT-4
20083080250000,5216,JUSTINE,S,ST,3027,16,NEW CITY,RS-3
20103100330000,5314,INDIANA,S,AVE,4033,3,WASHINGTON PARK,RM-5
20161010480000,5534,UNION,S,AVE,3140,3,ENGLEWOOD,RS-3
20083000350000,5136,JUSTINE,S,ST,2905,16,NEW CITY,RS-3
20174180050000,1047,61ST,W,ST,2964,16,ENGLEWOOD,RS-3
20103100080000,5329,MICHIGAN,S,AVE,4023,3,WASHINGTON PARK,RM-5
20222030450000,6356,ST LAWRENCE,S,AVE,2775,20,WOODLAWN,RT-4
20182120150000,5639,WOOD,S,ST,3070,15,WEST ENGLEWOOD,RS-3
20092180250000,5012,PRINCETON,S,AVE,2951,3,FULLER PARK,RS-3
20162070150000,5541,LAFAYETTE,S,AVE,2505,3,WASHINGTON PARK,RS-3
20083140320000,5314,BISHOP,S,ST,3117,16,NEW CITY,RS-3
20212100090000,6529,YALE,S,AVE,9031,20,ENGLEWOOD,RT-4
20093100440000,5250,LOWE,S,AVE,3168,3,NEW CITY,RS-3
20204060380000,6740,PEORIA,S,ST,3130,17,ENGLEWOOD,RS-3
20162120210000,5732,LA SALLE,S,ST,4982,3,ENGLEWOOD,RS-3
20222170260000,6512,EBERHART,S,AVE,2979,20,WOODLAWN,RT-4
20093080320000,5232,EMERALD,S,AVE,2981,3,NEW CITY,RS-3
20171140010000,5601,THROOP,S,ST,2955,16,WEST ENGLEWOOD,RS-3
20231110150000,6424,WOODLAWN,S,AVE,5005,20,WOODLAWN,RM-5
20202170150000,6535,MAY,S,ST,3111,17,ENGLEWOOD,RS-3
20103040380000,5204,PRAIRIE,S,AVE,7827,3,WASHINGTON PARK,RM-5
20282130210000,7240,PERRY,S,AVE,5999,6,GREATER GRAND CROSSING,RS-3
20162210170000,5817,LAFAYETTE,S,AVE,2507,20,WASHINGTON PARK,RS-3
20194060170000,6735,PAULINA,S,ST,3073,15,WEST ENGLEWOOD,RS-3
20213100140000,6836,PARNELL,S,AVE,2800,6,ENGLEWOOD,RT-4
20103060270000,5227,CALUMET,S,AVE,9805,3,WASHINGTON PARK,RM-5
